source_id,zotero_key,bibtex_key,doi,pmid,arxiv_id,title,year,venue,method_family,design_modality,input_requirement,output_type,availability_status,code_url,weights_url,pdf_status,screening_status,exclusion_reason
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,C4LBTBS9,methods_nanoparticles_machine_learning_lutz_id_top-down_2023,10.1126/science.adf6591,37079676,,Top-down design of protein architectures with reinforcement learning,2023,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CDDNB2ZZ,chen_z_programmable_2019,10.1038/s41586-018-0802-y,30568301,,Programmable design of orthogonal protein heterodimers,2019,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CDKU6BLN,li_dietary-polysaccharide-modified_2022,10.3390/pharmaceutics14122844,36559337,,Dietary-Polysaccharide-Modified Fish-Oil-Based Double Emulsion as a Functional Colloidal Formulation for Oral Drug Delivery.,2022,Pharmaceutics,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CF5Y1UOX,wayment-steele_predicting_2023,10.1038/s41586-023-06832-9,,,Predicting multiple conformations via sequence clustering and AlphaFold2,2023,Nature,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CHNHZ5IQ,wei_interleukin-36_2021,10.1016/j.intimp.2021.108152,34555640,,Interleukin-36α inhibits colorectal cancer metastasis by enhancing the infiltration and activity of CD8+ T lymphocytes.,2021,International immunopharmacology,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CKQ9HHWM,langan_ra_novo_2019,10.1038/s41586-019-1432-8,31341284,,De novo design of bioactive protein switches,2019,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CLZ8N2SH,yang_don-loaded_2025,10.1002/advs.202501815,40270442,,DON-Loaded Nanodrug-T Cell Conjugates With PD-L1 Blockade for Solid Tumor Therapy.,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CM7AWCR9,zhu_three--one_2022,10.1002/smll.202107001,35434938,,A Three-In-One Assembled Nanoparticle Containing Peptide-Radio-Sensitizer Conjugate and TLR7/8 Agonist Can Initiate the Cancer-Immunity Cycle to Trigger Antitumor Immune Response.,2022,"Small (Weinheim an der Bergstrasse, Germany)",peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:BoltzDesign1; zotero_query:binder design,CRM22UDT,cho_boltzdesign1_2025,10.1101/2025.04.06.647261,,,Boltzdesign1: Inverting All-Atom Structure Prediction Model for Generalized Biomolecular Binder Design,2025,bioRxiv,all-atom structure-prediction inversion,generalized biomolecular binder design,target complex/design specification,binder sequences/structures,public ecosystem exists; design workflow needs confirmation,https://github.com/jwohlwend/boltz,Boltz model releases; verify design-specific route,has Zotero children,needs-manual-check,candidate watchlist; runnable route not fully confirmed
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CRT8PKH3,chang_ranking_2023,10.1002/anie.202213362,,,Ranking Peptide Binders by Affinity with AlphaFold**,2023,Angewandte Chemie International Edition,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,CSDFFJQV,de_haas_rj_novo_2023,10.1073/pnas.2220380120,37364125,,De novo designed ice-binding proteins from twist-constrained helices.,2023,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,D5XQSGVT,kong_full-atom_2025,,,,Full-atom peptide design with geometric latent diffusion,2025,Advances in Neural Information Processing Systems,full-atom geometric latent diffusion,full-atom peptide conformer/sequence generation,peptide design condition and optional target/interface context,full-atom peptide structures/sequences,public GitHub repository to verify,https://github.com/THUNLP-MT/PepGLAD,repository release; verify exact checkpoint location,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽,D6JEVNLH,zhou_cellect_2025,10.1038/s41592-025-02886-x,41116016,,CELLECT: contrastive embedding learning for large-scale efficient cell tracking.,2025,Nature methods,protein/peptide language model,sequence-conditioned generation,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,D9L5NZSD,walters_what_2011,10.1021/jm200504p,,,What Do Medicinal Chemists Actually Make? A 50-Year Retrospective,2011,Journal of Medicinal Chemistry,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,DEBAX25H,basanta_b_enumerative_2020,10.1073/pnas.2005412117,32839327,,An enumerative algorithm for de novo design of proteins with diverse pocket structures,2020,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DEW7VBH6,dang_lt_receptor_2019,10.1038/s41594-019-0224-z,31086346,,Receptor subtype discrimination using extensive shape complementary designed interfaces,2019,Nat Struct Mol Biol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,DG8QNCE6,zhang_jz_novo_2025,10.1016/j.chembiol.2025.01.006,39922190,,De novo designed Hsp70 activator dissolves intracellular condensates.,2025,Cell Chem Biol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DLI9C6MJ,white_wl_design_2026,10.1073/pnas.2505932123,41481462,,Design of solubly expressed miniaturized SMART MHCs,2026,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DN4A2X7M,zhou_intrinsic_2018,10.3389/fimmu.2018.02821,30555485,,Intrinsic Expression of Immune Checkpoint Molecule TIGIT Could Help Tumor Growth in vivo by Suppressing the Function of NK and CD8+ T Cells.,2018,Frontiers in immunology,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DNA39HK4,hicks_dr_novo_2022,10.1073/pnas.2113400119,35862457,,De novo design of protein homodimers containing tunable symmetric protein pockets,2022,Proc Natl Acad Sci U S A,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design; zotero_query:protein-peptide interaction,DNKX2REN,yang_cross-chirality_2026,,,,Cross-Chirality Generalization by Axial Vectors for Hetero-Chiral Protein-Peptide Interaction Design,2026,arXiv preprint arXiv:2602.20176,flow matching for hetero-chiral peptide design,full-atom L/D peptide generation with axial-vector chirality encoding,protein-peptide complex context and chirality constraints,hetero-chiral peptide structures/sequences,public GitHub repository to verify,https://github.com/smiles724/PeptideDesign,repository release; verify exact checkpoint location,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DXF7DNFJ,zhang_deep_2024,10.1021/jacs.4c11686,,,Deep Lead Optimization: Leveraging Generative AI for Structural Modification,2024,Journal of the American Chemical Society,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DXT2UDDX,lisanza_sl_multistate_2025,10.1038/s41587-024-02395-w,39322764,,Multistate and functional protein design using RoseTTAFold sequence space diffusion.,2025,Nat Biotechnol,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DYC97DNX,yang_machine-learning-guided_2019,10.1038/s41592-019-0496-6,,,Machine-learning-guided directed evolution for protein engineering,2019,Nature Methods,,,,,zotero metadata; runnable status not checked,,,has Zotero children,background-only,review or broad background source
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,DYRDV3SX,yin_leveraging_2024,10.1039/D3CB00208J,,,Leveraging machine learning models for peptide–protein interaction prediction,2024,RSC Chemical Biology,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,E2W5962T,junker_assessment_2026,10.64898/2026.02.26.708415,,,Assessment of Generative De Novo Peptide Design Methods for G Protein-Coupled Receptors,2026,bioRxiv,generative full-atom or diffusion model,structure/sequence generative modeling,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,E4IUKGJG,hybrid_materials_davila-hernandez_fa_directing_2023,10.1038/s41467-023-43608-1,38097544,,Directing polymorph specific calcium carbonate formation with de novo protein templates,2023,Nat Commun,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
